Ad_ID,Property_Type,Location_Detail,Price,Area,Bedrooms,Bathrooms,Latitude,Longitude,Date_Added,Price per marla,Price per marla per bedroom,Location_specific,Locality
51589971,House,"Valencia Housing Society, Lahore",27500000,5,4,5,31.40537,74.257078,5/23/2025,5500000,1375000,Valencia Housing Society,Valencia Housing Society
52619605,House,"DHA Phase 8, DHA Defence, Lahore",180000000,40,5,6,31.49462756,74.4405955,5/23/2025,4500000,900000,DHA Phase 8, DHA Defence
52619488,House,"Bahria Town - Sector E, Bahria Town, Lahore",16000000,5,3,5,31.364887,74.186554,5/23/2025,3200000,1066666.667,Bahria Town - Sector E, Bahria Town
52619155,Flat,"Al-Kabir Town, Raiwind Road, Lahore",4575000,1,1,1,31.34586611,74.23132858,5/23/2025,4575000,4575000,Al-Kabir Town, Raiwind Road
52410347,House,"Bahria Town - Sector C, Bahria Town, Lahore",28500000,10,5,7,31.375843,74.189715,5/23/2025,2850000,570000,Bahria Town - Sector C, Bahria Town
51489455,Farm House,"Bedian Road, Lahore",39000000,40,4,5,31.473474,74.429569,5/23/2025,975000,243750,Bedian Road,Bedian Road
51899118,Farm House,"Bedian Road, Lahore",39000000,80,5,6,31.473474,74.429569,5/23/2025,487500,97500,Bedian Road,Bedian Road
52075029,House,"Elite Villas, Bedian Road, Lahore",11000000,3,3,4,31.439,74.46659,5/23/2025,3666666.667,1222222.222,Elite Villas, Bedian Road
50873986,House,"DHA Phase 6, DHA Defence, Lahore",109500000,20,5,6,31.468862,74.463358,5/26/2025,5475000,1095000,DHA Phase 6, DHA Defence
50826278,House,"DHA Phase 6, DHA Defence, Lahore",72500000,22,5,6,31.471571,74.445906,5/26/2025,3295454.545,659090.9091,DHA Phase 6, DHA Defence
49836987,House,"Bahria Town - Overseas Enclave, Bahria Town, Lahore",60000000,20,5,6,31.37094612,74.16990394,5/23/2025,3000000,600000,Bahria Town - Overseas Enclave, Bahria Town
52461746,Flat,"Bahria Orchard, Lahore",5000000,2,1,1,31.317861,74.21814,5/26/2025,2500000,2500000,Bahria Orchard,Bahria Orchard
52600284,House,"Bahria Orchard, Lahore",16000000,5,3,4,31.317861,74.21814,5/29/2025,3200000,1066666.667,Bahria Orchard,Bahria Orchard
52605068,Flat,"MM Alam Road, Gulberg, Lahore",10000000,2,1,2,31.510471,74.350526,5/26/2025,5000000,5000000,MM Alam Road, Gulberg
50142291,House,"DHA Phase 7, DHA Defence, Lahore",72800000,20,5,6,31.45217,74.489794,5/26/2025,3640000,728000,DHA Phase 7, DHA Defence
52654878,House,"Bahria Town - Overseas Enclave, Bahria Town, Lahore",35000000,10,5,7,31.379287,74.181304,5/29/2025,3500000,700000,Bahria Town - Overseas Enclave, Bahria Town
52075822,House,"DHA Phase 8, DHA Defence, Lahore",80000000,20,5,6,31.494408,74.437666,5/29/2025,4000000,800000,DHA Phase 8, DHA Defence
52075312,House,"DHA Phase 6, DHA Defence, Lahore",79500000,20,5,6,31.471571,74.445906,5/29/2025,3975000,795000,DHA Phase 6, DHA Defence
52070975,House,"DHA Phase 5, DHA Defence, Lahore",167000000,40,5,6,31.462493,74.409342,5/29/2025,4175000,835000,DHA Phase 5, DHA Defence
52070723,House,"DHA Phase 7, DHA Defence, Lahore",67000000,20,5,6,31.484893,74.472342,5/29/2025,3350000,670000,DHA Phase 7, DHA Defence
52595993,House,"Lake City, Raiwind Road, Lahore",22000000,5,4,5,31.359647,74.253073,5/29/2025,4400000,1100000,Lake City, Raiwind Road
52596427,House,"Lake City, Raiwind Road, Lahore",22500000,5,4,5,31.359647,74.253073,5/29/2025,4500000,1125000,Lake City, Raiwind Road
52014895,Farm House,"Bedian Road, Lahore",400000000,200,5,7,31.473474,74.429569,5/23/2025,2000000,400000,Bedian Road,Bedian Road
50930349,Flat,"MM Alam Road, Gulberg, Lahore",34300000,5,1,2,31.519312,74.357464,5/23/2025,6860000,6860000,MM Alam Road, Gulberg
51024353,House,"DHA Phase 2, DHA Defence, Lahore",180000000,40,5,6,31.478745,74.407969,5/23/2025,4500000,900000,DHA Phase 2, DHA Defence
52526388,House,"Askari 10, Askari, Lahore",190000000,34,10,7,31.533849,74.409633,5/23/2025,5588235.294,558823.5294,Askari 10, Askari
52618755,House,"DHA Phase 8, DHA Defence, Lahore",87500000,20,5,6,31.50364708,74.50403314,5/23/2025,4375000,875000,DHA Phase 8, DHA Defence
51426129,House,"DHA Phase 7, DHA Defence, Lahore",70500000,20,5,6,31.465056,74.478035,5/23/2025,3525000,705000,DHA Phase 7, DHA Defence
52524508,House,"Defence Raya, DHA Defence, Lahore",140000000,28,6,7,31.469155,74.470553,5/23/2025,5000000,833333.3333,Defence Raya, DHA Defence
52145556,House,"DHA 9 Town, DHA Defence, Lahore",19800000,5,3,4,31.44082,74.438589,5/23/2025,3960000,1320000,DHA 9 Town, DHA Defence
52564606,House,"State Life Housing Society, Lahore",61500000,20,5,6,31.44558,74.401217,5/23/2025,3075000,615000,State Life Housing Society,State Life Housing Society
50572983,House,"Paragon City, Lahore",21000000,5,3,4,31.534067,74.453945,5/23/2025,4200000,1400000,Paragon City,Paragon City
52444114,House,"DHA Phase 6, DHA Defence, Lahore",70700000,20,5,6,31.487455,74.468894,5/23/2025,3535000,707000,DHA Phase 6, DHA Defence
52350748,House,"Park View City, Lahore",60000000,20,5,6,31.453414,74.202003,5/23/2025,3000000,600000,Park View City,Park View City
52608998,Flat,"Indigo Boutique Apartments, Gulberg, Lahore",8000000,2,1,2,31.502182,74.335214,5/26/2025,4000000,4000000,Indigo Boutique Apartments, Gulberg
52641470,House,"Park View City - Rose Block, Park View City, Lahore",25000000,5,4,4,31.45533,74.197359,5/26/2025,5000000,1250000,Park View City - Rose Block, Park View City
52618966,House,"Dream Gardens, Defence Road, Lahore",13000000,4,3,3,31.395187,74.210401,5/26/2025,3250000,1083333.333,Dream Gardens, Defence Road
52534935,House,"Bahria Town - Sector E, Bahria Town, Lahore",24500000,5,3,5,31.362139,74.193592,5/26/2025,4900000,1633333.333,Bahria Town - Sector E, Bahria Town
52576145,House,"DHA Phase 5, DHA Defence, Lahore",147500000,20,5,6,31.462493,74.409342,5/29/2025,7375000,1475000,DHA Phase 5, DHA Defence
51955735,House,"Lake City, Raiwind Road, Lahore",22500000,5,4,5,31.359647,74.253073,5/29/2025,4500000,1125000,Lake City, Raiwind Road
52576128,House,"DHA Phase 6, DHA Defence, Lahore",229900000,20,6,7,31.466007,74.448338,5/29/2025,11495000,1915833.333,DHA Phase 6, DHA Defence
51949173,House,"Lake City, Raiwind Road, Lahore",22500000,5,4,5,31.359647,74.253073,5/29/2025,4500000,1125000,Lake City, Raiwind Road
52365362,House,"DHA Phase 8, DHA Defence, Lahore",125000000,20,6,7,31.488411,74.45397,5/29/2025,6250000,1041666.667,DHA Phase 8, DHA Defence
51955725,House,"Lake City, Raiwind Road, Lahore",25000000,5,4,4,31.359647,74.253073,5/29/2025,5000000,1250000,Lake City, Raiwind Road
52328203,House,"DHA Phase 3, DHA Defence, Lahore",66000000,20,5,6,31.475378,74.373808,5/29/2025,3300000,660000,DHA Phase 3, DHA Defence
51945370,House,"Lake City, Raiwind Road, Lahore",65000000,20,5,6,31.359647,74.253073,5/29/2025,3250000,650000,Lake City, Raiwind Road
52444114,House,"DHA Phase 6, DHA Defence, Lahore",70700000,20,5,6,31.487455,74.468894,5/23/2025,3535000,707000,DHA Phase 6, DHA Defence
52350748,House,"Park View City, Lahore",60000000,20,5,6,31.453414,74.202003,5/23/2025,3000000,600000,Park View City,Park View City
52108353,House,"DHA Phase 6, DHA Defence, Lahore",320000000,60,7,7,31.471571,74.445906,5/23/2025,5333333.333,761904.7619,DHA Phase 6, DHA Defence
52460206,House,"Bahria Town - Sector F, Bahria Town, Lahore",17000000,5,3,5,31.35210227,74.17237043,5/23/2025,3400000,1133333.333,Bahria Town - Sector F, Bahria Town
52561819,House,"DHA 9 Town, DHA Defence, Lahore",23000000,5,3,4,31.44082,74.438589,5/23/2025,4600000,1533333.333,DHA 9 Town, DHA Defence
52607694,Flat,"Askari 11, Askari, Lahore",36000000,10,3,4,31.46208575,74.43285694,5/23/2025,3600000,1200000,Askari 11, Askari
52393615,House,"DHA Phase 6, DHA Defence, Lahore",26000000,5,3,4,31.471571,74.445906,5/23/2025,5200000,1733333.333,DHA Phase 6, DHA Defence
52403365,House,"DHA 9 Town, DHA Defence, Lahore",25000000,5,3,4,31.44082,74.438589,5/23/2025,5000000,1666666.667,DHA 9 Town, DHA Defence
52222769,House,"Bahria Town - Sector D, Bahria Town, Lahore",21000000,5,3,3,31.374414,74.177749,5/23/2025,4200000,1400000,Bahria Town - Sector D, Bahria Town
51189659,Farm House,"Bedian Road, Lahore",76000000,80,4,5,31.473474,74.429569,5/23/2025,950000,237500,Bedian Road,Bedian Road
51897830,House,"DHA 9 Town, DHA Defence, Lahore",19000000,5,3,4,31.44082,74.438589,5/23/2025,3800000,1266666.667,DHA 9 Town, DHA Defence
47856720,House,"DHA Phase 6, DHA Defence, Lahore",185000000,20,6,6,31.471571,74.445906,5/23/2025,9250000,1541666.667,DHA Phase 6, DHA Defence
52172196,House,"Al Rehman Garden Phase 2, Al Rehman Garden, Lahore",19200000,5,6,6,31.598824,74.228218,5/26/2025,3840000,640000,Al Rehman Garden Phase 2, Al Rehman Garden
52172247,House,"Al Rehman Garden Phase 2, Al Rehman Garden, Lahore",19800000,5,6,6,31.598824,74.228218,5/26/2025,3960000,660000,Al Rehman Garden Phase 2, Al Rehman Garden
47060740,Flat,"Askari 11, Askari, Lahore",33000000,10,3,3,31.44886893,74.43287886,5/26/2025,3300000,1100000,Askari 11, Askari
49750032,House,"Askari 11, Askari, Lahore",50000000,10,4,5,31.44886893,74.43287886,5/26/2025,5000000,1250000,Askari 11, Askari
52200265,Flat,"Askari 11, Askari, Lahore",25500000,10,3,3,31.45152065,74.4338279,5/26/2025,2550000,850000,Askari 11, Askari
52221494,House,"Allama Iqbal Town - Hunza Block, Allama Iqbal Town, Lahore",15000000,3,4,4,31.513289,74.293585,5/2/2025,5000000,1250000,Allama Iqbal Town - Hunza Block, Allama Iqbal Town
52515019,House,"Valencia - Block A1, Valencia Housing Society, Lahore",230000000,40,10,6,31.418482,74.260526,5/2/2025,5750000,575000,Valencia - Block A1, Valencia Housing Society
52233819,House,"Lahore Motorway City, Lahore",5870000,5,2,2,31.639233,74.210202,5/2/2025,1174000,587000,Lahore Motorway City,Lahore Motorway City
52342908,House,"Green City, Lahore",24500000,5,3,4,31.519727,74.45996,5/2/2025,4900000,1633333.333,Green City,Green City
52232150,House,"DHA Phase 6, DHA Defence, Lahore",67500000,10,4,5,31.471571,74.445906,5/2/2025,6750000,1687500,DHA Phase 6, DHA Defence
44990672,House,"Askari 11, Askari, Lahore",45000000,10,4,6,31.44886893,74.43287886,5/2/2025,4500000,1125000,Askari 11, Askari
52527669,House,"DHA 9 Town, DHA Defence, Lahore",18000000,5,3,4,31.44082,74.438589,5/2/2025,3600000,1200000,DHA 9 Town, DHA Defence
52520235,House,"St John Park, Cantt, Lahore",570000000,100,5,5,31.52867,74.365139,5/2/2025,5700000,1140000,St John Park, Cantt
52598818,House,"DHA 9 Town, DHA Defence, Lahore",23000000,5,3,4,31.44082,74.438589,5/23/2025,4600000,1533333.333,DHA 9 Town, DHA Defence
51389840,House,"Central Park - Block G, Central Park Housing Scheme, Lahore",28500000,10,5,6,31.320794,74.377856,5/23/2025,2850000,570000,Central Park - Block G, Central Park Housing Scheme
52199617,House,"DHA Phase 5, DHA Defence, Lahore",47800000,10,4,5,31.462493,74.409342,5/23/2025,4780000,1195000,DHA Phase 5, DHA Defence
52564559,House,"DHA Phase 4, DHA Defence, Lahore",72500000,20,5,6,31.465422,74.385309,5/23/2025,3625000,725000,DHA Phase 4, DHA Defence
52418918,House,"Al Rehman Garden Phase 2, Al Rehman Garden, Lahore",18500000,6,5,6,31.598824,74.228218,5/23/2025,3083333.333,616666.6667,Al Rehman Garden Phase 2, Al Rehman Garden
52515645,House,"Bahria Town - Sector E, Bahria Town, Lahore",35000000,10,5,6,31.36137411,74.16916622,5/23/2025,3500000,700000,Bahria Town - Sector E, Bahria Town
52274812,House,"Al Rehman Garden Phase 2, Al Rehman Garden, Lahore",14500000,5,4,4,31.598824,74.228218,5/23/2025,2900000,725000,Al Rehman Garden Phase 2, Al Rehman Garden
52203768,House,"Park View City, Lahore",32000000,10,5,5,31.453414,74.202003,5/23/2025,3200000,640000,Park View City,Park View City
52542630,House,"DHA Phase 7, DHA Defence, Lahore",38000000,10,4,5,31.484893,74.472342,5/23/2025,3800000,950000,DHA Phase 7, DHA Defence
52161992,House,"DHA Phase 7, DHA Defence, Lahore",64500000,20,5,6,31.483429,74.488935,5/23/2025,3225000,645000,DHA Phase 7, DHA Defence
52306126,Flat,"Askari 11, Askari, Lahore",36500000,10,3,3,31.46208575,74.43285694,5/26/2025,3650000,1216666.667,Askari 11, Askari
52372438,House,"DHA Phase 6, DHA Defence, Lahore",130000000,40,5,6,31.474865,74.450741,5/23/2025,3250000,650000,DHA Phase 6, DHA Defence
52641723,Flat,"DHA Phase 8, DHA Defence, Lahore",13800000,4,2,2,31.502374,74.44698,5/26/2025,3450000,1725000,DHA Phase 8, DHA Defence
52306885,House,"Askari 11, Askari, Lahore",44500000,10,3,3,31.46015658,74.43365108,5/26/2025,4450000,1483333.333,Askari 11, Askari
51903680,Flat,"Askari 11, Askari, Lahore",43500000,12,4,5,31.46208575,74.43285694,5/26/2025,3625000,906250,Askari 11, Askari
52520235,House,"St John Park, Cantt, Lahore",570000000,100,5,5,31.52867,74.365139,5/2/2025,5700000,1140000,St John Park, Cantt
52548696,Flat,"Bahria Orchard Phase 2, Bahria Orchard, Lahore",5300000,5,2,1,31.315221,74.205594,5/26/2025,1060000,530000,Bahria Orchard Phase 2, Bahria Orchard
52324637,House,"State Life Housing Society, Lahore",41000000,10,4,5,31.44558,74.401217,5/2/2025,4100000,1025000,State Life Housing Society,State Life Housing Society
52273327,House,"Bahria Town - Sector C, Bahria Town, Lahore",29500000,10,5,6,31.374195,74.191482,5/2/2025,2950000,590000,Bahria Town - Sector C, Bahria Town
52373490,Flat,"Johar Town, Lahore",8800000,3,1,2,31.462347,74.293642,5/2/2025,2933333.333,2933333.333,Johar Town,Johar Town
52522971,House,"DHA 11 Rahbar Phase 1, DHA 11 Rahbar, Lahore",34000000,8,4,5,31.390315,74.24753,5/2/2025,4250000,1062500,DHA 11 Rahbar Phase 1, DHA 11 Rahbar
52309646,House,"Bahria Town - Sector C, Bahria Town, Lahore",34000000,13,5,6,31.374195,74.191482,5/2/2025,2615384.615,523076.9231,Bahria Town - Sector C, Bahria Town
52518742,House,"Central Park - Block E, Central Park Housing Scheme, Lahore",12500000,5,3,4,31.3099367,74.36816691,5/2/2025,2500000,833333.3333,Central Park - Block E, Central Park Housing Scheme
52513996,House,"Aabpara Coop Housing Society, Lahore",89000000,20,5,6,31.443685,74.205662,5/30/2025,4450000,890000,Aabpara Coop Housing Society,Aabpara Coop Housing Society
52527127,House,"DHA Phase 1, DHA Defence, Lahore",67000000,20,5,6,31.483283,74.395723,5/23/2025,3350000,670000,DHA Phase 1, DHA Defence
52547086,House,"Bahria Nasheman, Lahore",16000000,5,4,5,31.320354,74.403441,5/23/2025,3200000,800000,Bahria Nasheman,Bahria Nasheman
52552103,House,"Central Park - Block F, Central Park Housing Scheme, Lahore",37000000,10,5,5,31.316395,74.37674,5/23/2025,3700000,740000,Central Park - Block F, Central Park Housing Scheme
52548567,House,"Al Haram Garden, Lahore",7600000,3,3,4,31.321891,74.365519,5/23/2025,2533333.333,844444.4444,Al Haram Garden,Al Haram Garden
52586513,House,"Central Park Housing Scheme, Lahore",23000000,5,4,5,31.321674,74.38086,5/23/2025,4600000,1150000,Central Park Housing Scheme,Central Park Housing Scheme
52615092,House,"Bahria Town - Sector E, Bahria Town, Lahore",15800000,5,3,5,31.363128,74.183328,5/23/2025,3160000,1053333.333,Bahria Town - Sector E, Bahria Town
52581133,House,"DHA Phase 6, DHA Defence, Lahore",75000000,20,5,6,31.471571,74.445906,5/23/2025,3750000,750000,DHA Phase 6, DHA Defence
52547387,House,"Al Haram Garden, Lahore",8000000,3,3,2,31.321891,74.365519,5/23/2025,2666666.667,888888.8889,Al Haram Garden,Al Haram Garden
52574326,House,"Al Haram Garden, Lahore",8000000,3,3,3,31.321891,74.365519,5/23/2025,2666666.667,888888.8889,Al Haram Garden,Al Haram Garden
48483757,House,"DHA 9 Town, DHA Defence, Lahore",20800000,5,3,4,31.44082,74.438589,5/23/2025,4160000,1386666.667,DHA 9 Town, DHA Defence
52614391,House,"Al Rehman Garden Phase 2, Al Rehman Garden, Lahore",12000000,3,4,4,31.598824,74.228218,5/23/2025,4000000,1000000,Al Rehman Garden Phase 2, Al Rehman Garden
52149346,Flat,"Askari 10, Askari, Lahore",36500000,10,3,3,31.536408,74.416037,5/26/2025,3650000,1216666.667,Askari 10, Askari
52526869,House,"DHA Phase 7, DHA Defence, Lahore",67500000,20,6,7,31.497848,74.476147,5/23/2025,3375000,562500,DHA Phase 7, DHA Defence
52456142,House,"Bahria Town - Sector F, Bahria Town, Lahore",33500000,10,5,6,31.352611,74.165168,5/26/2025,3350000,670000,Bahria Town - Sector F, Bahria Town
52431088,House,"State Life Housing Society, Lahore",35000000,10,4,5,31.44558,74.401217,5/26/2025,3500000,875000,State Life Housing Society,State Life Housing Society
52515313,House,"Al Rehman Garden Phase 2, Al Rehman Garden, Lahore",16300000,5,5,5,31.598824,74.228218,5/26/2025,3260000,652000,Al Rehman Garden Phase 2, Al Rehman Garden
50747574,House,"Paragon City, Lahore",21000000,5,3,4,31.534067,74.453945,5/29/2025,4200000,1400000,Paragon City,Paragon City
50720724,House,"Paragon City, Lahore",23500000,5,3,4,31.534067,74.453945,5/29/2025,4700000,1566666.667,Paragon City,Paragon City
52636394,House,"DHA Phase 5, DHA Defence, Lahore",92500000,20,6,7,31.463665,74.400616,5/29/2025,4625000,770833.3333,DHA Phase 5, DHA Defence
52615032,House,"DHA Phase 6, DHA Defence, Lahore",180000000,20,5,7,31.468862,74.463358,5/29/2025,9000000,1800000,DHA Phase 6, DHA Defence
52620727,House,"DHA Phase 6, DHA Defence, Lahore",180000000,20,6,7,31.462493,74.452372,5/29/2025,9000000,1500000,DHA Phase 6, DHA Defence
52624871,House,"DHA Phase 6, DHA Defence, Lahore",115000000,20,5,7,31.471571,74.445906,5/29/2025,5750000,1150000,DHA Phase 6, DHA Defence
52654816,House,"DHA Phase 7, DHA Defence, Lahore",65000000,20,6,7,31.484893,74.472342,5/30/2025,3250000,541666.6667,DHA Phase 7, DHA Defence
52344222,House,"Bahria Town - Sector A, Bahria Town, Lahore",170000000,40,5,6,31.39024167,74.16505337,5/23/2025,4250000,850000,Bahria Town - Sector A, Bahria Town
52636442,House,"Al-Ahmad Garden Housing Scheme, GT Road, Lahore",16500000,5,5,5,31.59783254,74.47256541,5/29/2025,3300000,660000,Al-Ahmad Garden Housing Scheme, GT Road
52554740,House,"Bedian Road, Lahore",9500000,3,3,4,31.473474,74.429569,5/23/2025,3166666.667,1055555.556,Bedian Road,Bedian Road
52614039,House,"Bahria Town - Sector C, Bahria Town, Lahore",27500000,10,5,6,31.378774,74.190316,5/23/2025,2750000,550000,Bahria Town - Sector C, Bahria Town
52608907,House,"Al-Kabir Town, Raiwind Road, Lahore",13500000,3,4,7,31.34586611,74.23132858,5/23/2025,4500000,1125000,Al-Kabir Town, Raiwind Road
52578233,House,"Bahria Town - Sector C, Bahria Town, Lahore",27800000,10,5,6,31.374195,74.191482,5/23/2025,2780000,556000,Bahria Town - Sector C, Bahria Town
52591048,House,"Bahria Town - Sector E, Bahria Town, Lahore",17300000,5,3,5,31.362139,74.193592,5/23/2025,3460000,1153333.333,Bahria Town - Sector E, Bahria Town
52613108,House,"DHA Phase 6, DHA Defence, Lahore",82500000,20,5,6,31.468862,74.463358,5/23/2025,4125000,825000,DHA Phase 6, DHA Defence
52613714,House,"Valencia Housing Society, Lahore",41500000,10,4,5,31.40537,74.257078,5/23/2025,4150000,1037500,Valencia Housing Society,Valencia Housing Society
52613423,House,"Bahria Town - Sector E, Bahria Town, Lahore",15800000,5,3,5,31.362139,74.193592,5/23/2025,3160000,1053333.333,Bahria Town - Sector E, Bahria Town
52563534,House,"DHA Phase 7, DHA Defence, Lahore",69000000,20,5,6,31.484893,74.472342,5/23/2025,3450000,690000,DHA Phase 7, DHA Defence
51112888,Farm House,"Bedian Road, Lahore",70000000,180,2,4,31.473474,74.429569,5/23/2025,388888.8889,194444.4444,Bedian Road,Bedian Road
52445894,House,"Park View City, Lahore",11500000,4,3,4,31.453414,74.202003,5/26/2025,2875000,958333.3333,Park View City,Park View City
51592635,Farm House,"Bedian Road, Lahore",48000000,80,5,6,31.473474,74.429569,5/23/2025,600000,120000,Bedian Road,Bedian Road
52598790,Flat,"Bahria Town - Sector E, Bahria Town, Lahore",8500000,3,1,1,31.355909,74.181014,5/26/2025,2833333.333,2833333.333,Bahria Town - Sector E, Bahria Town
52528228,House,"Park View City - Platinum Block, Park View City, Lahore",16500000,5,3,3,31.46417525,74.18175665,5/26/2025,3300000,1100000,Park View City - Platinum Block, Park View City
52640938,House,"Park View City, Lahore",21500000,5,4,4,31.453414,74.202003,5/26/2025,4300000,1075000,Park View City,Park View City
52092809,House,"Al-Hamd Gardens, Pine Avenue, Lahore",22500000,5,5,5,31.404036,74.250906,5/26/2025,4500000,900000,Al-Hamd Gardens, Pine Avenue
52575653,House,"DHA Phase 1, DHA Defence, Lahore",165000000,40,6,7,31.483283,74.395723,5/29/2025,4125000,687500,DHA Phase 1, DHA Defence
52575613,House,"DHA Phase 5, DHA Defence, Lahore",58000000,10,4,5,31.460919,74.41083,5/29/2025,5800000,1450000,DHA Phase 5, DHA Defence
52575604,House,"DHA Phase 5, DHA Defence, Lahore",190000000,40,5,6,31.462493,74.409342,5/29/2025,4750000,950000,DHA Phase 5, DHA Defence
52575575,House,"DHA Phase 5, DHA Defence, Lahore",145000000,20,6,7,31.459491,74.395294,5/29/2025,7250000,1208333.333,DHA Phase 5, DHA Defence
52654719,House,"Park View City, Lahore",20500000,5,4,4,31.453414,74.202003,5/29/2025,4100000,1025000,Park View City,Park View City
52647644,House,"Bahria Town - Sector B, Bahria Town, Lahore",21000000,5,3,4,31.382805,74.188514,5/29/2025,4200000,1400000,Bahria Town - Sector B, Bahria Town
52336879,House,"Bahria Nasheman - Sunflower, Bahria Nasheman, Lahore",16000000,6,5,5,31.318154,74.403656,5/29/2025,2666666.667,533333.3333,Bahria Nasheman - Sunflower, Bahria Nasheman
51112888,Farm House,"Bedian Road, Lahore",70000000,180,2,4,31.473474,74.429569,5/23/2025,388888.8889,194444.4444,Bedian Road,Bedian Road
52647629,House,"Bahria Town - Sector E, Bahria Town, Lahore",21500000,5,3,4,31.362139,74.193592,5/29/2025,4300000,1433333.333,Bahria Town - Sector E, Bahria Town
52399683,House,"DHA Phase 8, DHA Defence, Lahore",64000000,20,5,6,31.494408,74.437666,5/23/2025,3200000,640000,DHA Phase 8, DHA Defence
52579513,House,"State Life Housing Phase 1, State Life Housing Society, Lahore",85000000,20,5,6,31.444079,74.406323,5/23/2025,4250000,850000,State Life Housing Phase 1, State Life Housing Society
52436540,House,"DHA 9 Town, DHA Defence, Lahore",23000000,5,4,3,31.44082,74.438589,5/23/2025,4600000,1150000,DHA 9 Town, DHA Defence
52585545,House,"Formanites Housing Scheme, Lahore",13000000,3,3,3,31.447703,74.409313,5/23/2025,4333333.333,1444444.444,Formanites Housing Scheme,Formanites Housing Scheme
52415073,House,"DHA Phase 7, DHA Defence, Lahore",61200000,20,5,6,31.484893,74.472342,5/23/2025,3060000,612000,DHA Phase 7, DHA Defence
52412663,House,"LDA Avenue, Lahore",50000000,20,8,7,31.416285,74.211788,5/23/2025,2500000,312500,LDA Avenue,LDA Avenue
52598526,House,"Park View City, Lahore",17000000,5,4,5,31.453414,74.202003,5/23/2025,3400000,850000,Park View City,Park View City
52611895,House,"Bahria Town - Sector C, Bahria Town, Lahore",28500000,10,5,6,31.375843,74.189715,5/23/2025,2850000,570000,Bahria Town - Sector C, Bahria Town
52365190,House,"DHA Phase 8, DHA Defence, Lahore",70000000,20,5,6,31.494408,74.437666,5/23/2025,3500000,700000,DHA Phase 8, DHA Defence
51718869,House,"Valencia Housing Society, Lahore",56000000,20,6,6,31.40537,74.257078,5/23/2025,2800000,466666.6667,Valencia Housing Society,Valencia Housing Society
49820847,House,"Bahria Town - Sector B, Bahria Town, Lahore",32000000,11,4,5,31.387824,74.193242,5/23/2025,2909090.909,727272.7273,Bahria Town - Sector B, Bahria Town
52560119,House,"Architects Engineers Housing Society, Lahore",32500000,7,6,6,31.443749,74.259152,5/26/2025,4642857.143,773809.5238,Architects Engineers Housing Society,Architects Engineers Housing Society
52641652,House,"Bahria Town - Overseas Enclave, Bahria Town, Lahore",77000000,20,5,7,31.379287,74.181304,5/26/2025,3850000,770000,Bahria Town - Overseas Enclave, Bahria Town
49968507,House,"DHA Phase 7, DHA Defence, Lahore",92500000,20,5,6,31.485552,74.475288,5/26/2025,4625000,925000,DHA Phase 7, DHA Defence
50826278,House,"DHA Phase 6, DHA Defence, Lahore",72500000,22,5,6,31.471571,74.445906,5/26/2025,3295454.545,659090.9091,DHA Phase 6, DHA Defence
50873986,House,"DHA Phase 6, DHA Defence, Lahore",109500000,20,5,6,31.468862,74.463358,5/26/2025,5475000,1095000,DHA Phase 6, DHA Defence
52370590,House,"State Life Housing Society, Lahore",39500000,10,4,5,31.44558,74.401217,4/30/2025,3950000,987500,State Life Housing Society,State Life Housing Society
52425821,House,"Bahria Town - Sector C, Bahria Town, Lahore",32000000,10,5,6,31.374195,74.191482,4/30/2025,3200000,640000,Bahria Town - Sector C, Bahria Town
52344976,House,"Eden City, Eden, Lahore",37500000,10,4,4,31.513142,74.436994,4/30/2025,3750000,937500,Eden City, Eden
52436931,House,"Lahore Medical Housing Society, Lahore",19000000,5,4,5,31.581899,74.463515,4/30/2025,3800000,950000,Lahore Medical Housing Society,Lahore Medical Housing Society
52423747,House,"Al Faisal Town, Lahore",13500000,3,3,4,31.550672,74.403963,4/30/2025,4500000,1500000,Al Faisal Town,Al Faisal Town
52418152,House,"Askari 10, Askari, Lahore",55000000,10,5,6,31.537239,74.420211,4/30/2025,5500000,1100000,Askari 10, Askari
52438217,House,"Jora Pull, Lahore",10500000,2,3,4,31.548287,74.407187,4/30/2025,5250000,1750000,Jora Pull,Jora Pull
52318313,House,"DHA Phase 7, DHA Defence, Lahore",68000000,20,5,6,31.484893,74.472342,4/30/2025,3400000,680000,DHA Phase 7, DHA Defence
52084773,House,"DHA Phase 5, DHA Defence, Lahore",75500000,20,5,6,31.467545,74.4207,5/23/2025,3775000,755000,DHA Phase 5, DHA Defence
52142169,House,"DHA 9 Town, DHA Defence, Lahore",28500000,5,3,4,31.44082,74.438589,5/23/2025,5700000,1900000,DHA 9 Town, DHA Defence
52552102,House,"Central Park - Block G, Central Park Housing Scheme, Lahore",28500000,10,5,5,31.320794,74.377856,5/23/2025,2850000,570000,Central Park - Block G, Central Park Housing Scheme
52453851,House,"Nawab Town, Lahore",12000000,3,3,4,31.452609,74.249039,5/23/2025,4000000,1333333.333,Nawab Town,Nawab Town
52604129,House,"Bahria Town - Sector C, Bahria Town, Lahore",23500000,5,3,4,31.36770967,74.19192888,5/23/2025,4700000,1566666.667,Bahria Town - Sector C, Bahria Town
52599897,House,"LDA Avenue, Lahore",26500000,10,4,4,31.416285,74.211788,5/23/2025,2650000,662500,LDA Avenue,LDA Avenue
